document_id,url
5c2aa9251cce412bd7fbec07,https://www.thesouthafrican.com/free-daily-horoscope-celeb-gossip-and-lucky-numbers-for-1-january-2019/
5c2d38661cce412bd71c0ca9,https://www.thrillist.com/news/nation/how-to-stream-college-football-bowl-games-rose-bowl-2019
5c2aa13ed61c87046439ca1b,http://newsroom.ameriprise.com/commentary/take-hike-2018.htm
5c2bf82cd61c87046448395f,https://www.thesouthafrican.com/free-daily-horoscope-celeb-gossip-and-lucky-numbers-for-2-january-2019/
5c2c0076d61c8704644885f4,https://www.thetimes.co.uk/article/away-from-political-turmoil-the-shift-to-a-low-carbon-economy-is-under-way-rfgpmvlnr
5c2bf45e1cce412bd70a7505,https://www.inquisitr.com/5230984/scientists-state-that-jetlag-and-personality-clashes-will-be-the-biggest-difficulties-in-traveling-to-mars/
5c2c017f1cce412bd70af63f,https://www.forexlive.com/news/!/singapore-q4-gdp-16-qq-annualised-expected-36-20190102
5c2c02c71cce412bd70b04fa,https://www.theguardian.com/world/2019/jan/02/indian-women-form-620km-human-chain-in-support-of-lifting-of-temple-ban
5c2d44ea1cce412bd71cb17e,https://www.dailymail.co.uk/tvshowbiz/article-6549889/Jersey-Shores-Ronnie-Ortiz-Magro-Jen-Harley-break-huge-New-Years-Eve-blow-out.html
5c2d4bdc1cce412bd71d110d,https://www.almasdarnews.com/article/hts-storms-strategic-rebel-held-city-in-northeast-idlib/
5c2d44e7d61c87046459c422,https://www.dailymail.co.uk/sport/football/article-6549977/Crystal-Palace-boss-Roy-Hodgson-lookout-striker-collapse-Dominic-Solanke-loan-deal.html
5c2d46d4d61c87046459dfe6,https://www.digitaltrends.com/home/florida-whirlpool-refrigerator-exploson/
5c2f1369d61c87046472b296,http://thenationonlineng.net/looking-beyond-2019-elections/
5c2ea352d61c8704646dbbd8,https://www.thetimes.co.uk/article/what-2019-has-in-store-for-house-prices-l78d8wd7h
5c316612d61c87046490db8e,https://www.latimes.com/socal/daily-pilot/tn-dpt-me-hb-boat-rescue-20190103-story.html
5c2e9d20d61c8704646d7725,https://nypost.com/2019/01/03/survivors-furious-netflix-film-used-real-footage-from-deadly-train-crash/
5c304d4dd61c87046483c0ec,http://thenationonlineng.net/and-the-beat-goes-on-4/
5c300c2c1cce412bd745a270,https://www.operationsports.com/college-football-mod-19-for-madden-nfl-19-pc-interview/
5c301f81d61c87046481f751,https://www.theguardian.com/australia-news/2019/jan/05/victoria-fires-rage-on-but-temperature-drop-brings-some-relief
5c2fe7541cce412bd743e769,https://indianexpress.com/article/north-east-india/meghalaya/miners-trapped-in-meghalaya-lack-of-blueprint-seepage-hampering-rescue-centre-tells-supreme-court-5524065/
5c31cc8b1cce412bd75a86fb,https://timesofindia.indiatimes.com/city/navi-mumbai/truck-falls-on-3-cars-on-pune-expressway-3-women-among-4-dead/articleshow/67390558.cms
5c2fe8c61cce412bd743f9a3,https://www.foxnews.com/world/fire-in-escape-room-in-poland-kills-multiple-teens-injures-one-police-say
5c2ff2e41cce412bd74476fc,https://www.dailymail.co.uk/news/article-6559333/PICTURED-Five-children-killed-church-van-crash-way-Disney-World.html
5c3148c51cce412bd754cfd8,https://www.thetimes.co.uk/article/cautious-housebuyers-add-to-taylor-wimpey-woes-xgktd59dc
5c3148c31cce412bd754cfac,https://www.thetimes.co.uk/article/irish-property-price-guide-2019-dublin-housing-market-is-at-a-cliffhanger-and-the-end-is-a-mystery-dkx20k83d
5c313ea21cce412bd754675d,https://www.bbc.com/news/world-europe-46772500
5c31484e1cce412bd754cb10,http://volcano.oregonstate.edu/book/export/html/385
5c31490c1cce412bd754d2c6,https://www.dailymail.co.uk/news/article-6561287/Pictured-Four-teenage-classmates-killed-horrific-blaze-broke-Escape-Room.html
5c3145aed61c8704648fa91a,https://www.forbes.com/sites/rajindertumber/2019/01/05/cyber-attacks-igniting-the-next-recession/
5c33ec57d61c872572256b7d,//www.mmafighting.com/2019/1/7/18172547/mike-winkeljohn-harder-kicks-were-key-to-jon-jones-win-over-alexander-gustafsson
5c33de72d61c8725722483d3,https://heavy.com/streaming/2019/01/alabama-clemson-national-championship-live-stream/
5c337c51d61c8725721d38e9,https://news.mb.com.ph/2019/01/08/the-warming-political-season/
5c3537e61cce417f7bd41d20,https://www.dailymail.co.uk/sport/othersports/article-6571057/The-Ian-Wooldridge-Award-Sportsmail-reporters-picks.html
5c4926bed61c87609cd8f77a,http://theconversation.com/the-oscars-what-you-may-have-missed-in-roma-109330
5c3681d4d61c875fa6d5110b,https://www.foxnews.com/us/amazon-ceo-jeff-bezos-has-been-seeing-former-tv-anchor-lauren-sanchez
5c368a321cce417f7be9b906,https://www.dailymail.co.uk/tvshowbiz/article-6575075/Bailee-Madison-splits-YouTube-star-boyfriend-Alex-Lange-two-years.html
5c363fb6d61c875fa6d105cd,https://www.bloomberg.com/news/articles/2019-01-09/vegan-sausage-roll-maker-is-rare-bright-spot-in-u-k-retail
5c37d0c5d61c873ab2ae071f,http://thenationonlineng.net/foundations-national-productivity/
5c37d2ed1cce4106fbf1e2a7,https://www.reuters.com/article/us-argentina-protests-idUSKCN1P42VE
5c37d590d61c873ab2ae51a5,https://www.dailymail.co.uk/health/article-6579409/Drug-overdose-deaths-rocketing-middle-aged-women-Rate-shot-500-2000.html
5c37ea62d61c873ab2af8537,https://electrek.co/2019/01/10/best-of-ces-harley-davidson-livewire-swagtron-swagcycle-2/
5c3924a2d61c872ca5d02b92,https://venturebeat.com/2019/01/11/nvidia-opens-robotics-research-lab-in-seattle/
5c39364b1cce41102d41ae90,https://www.thetimes.co.uk/article/teachers-to-face-ballot-on-national-strike-action-as-pay-offer-is-rejected-07g9mtxcv
5c38c916d61c872ca5c977b6,http://www.globaltimes.cn/content/1135472.shtml
5c39243c1cce41102d40a149,https://www.dailymail.co.uk/news/article-6583357/Seven-people-taken-hospital-Stagecoach-bus-crashes-bridge-Highlands.html
5c3a851fd61c8770556fea31,https://www.nytimes.com/2019/01/12/us/alex-jones-infowars-lawsuit.html
5c3a76661cce41757dc1e258,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12189550
5c3a83381cce41757dc28342,https://www.thesun.co.uk/sport/football/8181371/arsenal-denis-suarez-barcelona-talks-monday/
5c3cce031cce41757de39852,https://www.sott.net/article/404919-Trump-threatens-to-economically-devastate-Turkey-if-it-attacks-Kurds-amid-US-withdrawal-from-Syria
5c3bc829d61c8770558071e9,https://www.dailymail.co.uk/tvshowbiz/article-6587637/Critics-Choice-2019-Best-dressed-stars-arrive-red-carpet.html
5c3bd81ed61c877055812a33,https://www.nytimes.com/2019/01/13/business/media/democrats-disinformation-election-interference.html
5c3bcbf6d61c877055809f61,https://www.bbc.com/news/blogs-the-papers-46859020
5c3d261a1cce41757de943d7,https://www.nzherald.co.nz/lifestyle/news/article.cfm?c_id=6&objectid=12190602
